taxon_name,name_aligned,source,taxon_status,taxonomicSourceID,name_aligned_family,name_aligned_order
Miconia punctata,Miconia punctata,wcvp,Accepted,3020844,Melastomataceae,Myrtales
Miconia pusilliflora,Miconia pusilliflora,wcvp,Accepted,3020849,Melastomataceae,Myrtales
Miconia pycnaster,Miconia pycnaster,wcvp,Accepted,3244920,Melastomataceae,Myrtales
Miconia pyrifolia,Miconia pyrifolia,wcvp,Accepted,3020854,Melastomataceae,Myrtales
Miconia radulifolia,Miconia radulifolia,wcvp,Accepted,3020867,Melastomataceae,Myrtales
Miconia reducens,Miconia reducens,wcvp,Accepted,3020874,Melastomataceae,Myrtales
Miconia regelii,Miconia regelii,wcvp,Accepted,3020876,Melastomataceae,Myrtales
Miconia rhamnifolia,Miconia rhamnifolia,wcvp,Accepted,3245436,Melastomataceae,Myrtales
Miconia rhodopogon,Miconia rhodopogon,wcvp,Accepted,3244887,Melastomataceae,Myrtales
Miconia rhytidophylla,Miconia rhytidophylla,wcvp,Accepted,3020890,Melastomataceae,Myrtales
Miconia rimachii,Miconia rimachii,wcvp,Accepted,3020895,Melastomataceae,Myrtales
Miconia rimalis,Miconia rimalis,wcvp,Accepted,3020896,Melastomataceae,Myrtales
Miconia rimbachii,Miconia rimbachii,wcvp,Accepted,3020897,Melastomataceae,Myrtales
Miconia rondoniensis,Miconia rondoniensis,wcvp,Accepted,3217625,Melastomataceae,Myrtales
Miconia roraimensis,Miconia roraimensis,wcvp,Accepted,3020903,Melastomataceae,Myrtales
Miconia rosea,Miconia rosea,wcvp,Accepted,3020904,Melastomataceae,Myrtales
Miconia rubiginosa,Miconia rubiginosa,wcvp,Accepted,3020907,Melastomataceae,Myrtales
Miconia rubra,Miconia rubra,wcvp,Accepted,3025069,Melastomataceae,Myrtales
Miconia rubripetala,Miconia rubripetala,wcvp,Accepted,3245227,Melastomataceae,Myrtales
Miconia rufescens,Miconia rufescens,wcvp,Accepted,3020911,Melastomataceae,Myrtales
Miconia ruficalyx,Miconia ruficalyx,wcvp,Accepted,3020913,Melastomataceae,Myrtales
Miconia rugosa,Miconia rugosa,wcvp,Accepted,3020918,Melastomataceae,Myrtales
Miconia schwackei,Miconia schwackei,wcvp,Accepted,3020952,Melastomataceae,Myrtales
Miconia secundivaricata,Miconia secundivaricata,wcvp,Accepted,3244995,Melastomataceae,Myrtales
Miconia secunfrancavillana,Miconia secunfrancavillana,wcvp,Accepted,3245511,Melastomataceae,Myrtales
Miconia secunmacdanielii,Miconia secunmacdanielii,wcvp,Accepted,3245512,Melastomataceae,Myrtales
Miconia secunmaguirei,Miconia secunmaguirei,wcvp,Accepted,3245499,Melastomataceae,Myrtales
Miconia secunmexicana,Miconia secunmexicana,wcvp,Accepted,3244998,Melastomataceae,Myrtales
Miconia secunsanguinea,Miconia secunsanguinea,wcvp,Accepted,3244771,Melastomataceae,Myrtales
Miconia serialis,Miconia serialis,wcvp,Accepted,3020964,Melastomataceae,Myrtales
Miconia sericea,Miconia sericea,wcvp,Accepted,3245372,Melastomataceae,Myrtales
Miconia serrulata,Miconia serrulata,wcvp,Accepted,3020965,Melastomataceae,Myrtales
Miconia setifera,Miconia setifera,wcvp,Accepted,3244942,Melastomataceae,Myrtales
Miconia setimarginata,Miconia setimarginata,wcvp,Accepted,3027788,Melastomataceae,Myrtales
Miconia siapensis,Miconia siapensis,wcvp,Accepted,3244881,Melastomataceae,Myrtales
Miconia silicicola,Miconia silicicola,wcvp,Accepted,3020974,Melastomataceae,Myrtales
Miconia simpsonii,Miconia simpsonii,wcvp,Accepted,3244932,Melastomataceae,Myrtales
Miconia solenifera,Miconia solenifera,wcvp,Accepted,3244960,Melastomataceae,Myrtales
Miconia spennerostachya,Miconia spennerostachya,wcvp,Accepted,3020988,Melastomataceae,Myrtales
Miconia spichigeri,Miconia spichigeri,wcvp,Accepted,3020991,Melastomataceae,Myrtales
Miconia splendens,Miconia splendens,wcvp,Accepted,3020996,Melastomataceae,Myrtales
Miconia sprucei,Miconia sprucei,wcvp,Accepted,3020997,Melastomataceae,Myrtales
Miconia stelligera,Miconia stelligera,wcvp,Accepted,3021003,Melastomataceae,Myrtales
Miconia stenopetala,Miconia stenopetala,wcvp,Accepted,3025432,Melastomataceae,Myrtales
Miconia stenostachya,Miconia stenostachya,wcvp,Accepted,3021008,Melastomataceae,Myrtales
Miconia stephananthera,Miconia stephananthera,wcvp,Accepted,3021010,Melastomataceae,Myrtales
Miconia stephanotricha,Miconia stephanotricha,wcvp,Accepted,3245396,Melastomataceae,Myrtales
Miconia steyermarkii,Miconia steyermarkii,wcvp,Accepted,3021013,Melastomataceae,Myrtales
Miconia strigillosa,Miconia strigillosa,wcvp,Accepted,3236493,Melastomataceae,Myrtales
Miconia strigosa,Miconia strigosa,wcvp,Accepted,3021017,Melastomataceae,Myrtales
Miconia subciliata,Miconia subciliata,wcvp,Accepted,3027802,Melastomataceae,Myrtales
Miconia suberosa,Miconia suberosa,wcvp,Accepted,3021026,Melastomataceae,Myrtales
Miconia subsimplex,Miconia subsimplex,wcvp,Accepted,3021032,Melastomataceae,Myrtales
Miconia subspicata,Miconia subspicata,wcvp,Accepted,3021033,Melastomataceae,Myrtales
Miconia sulcicaulis,Miconia sulcicaulis,wcvp,Accepted,3244924,Melastomataceae,Myrtales
Miconia symplectocaulos,Miconia tomentosa,wcvp,Synonym,3021075,Melastomataceae,Myrtales
Miconia tepuiensis,Miconia tepuiensis,wcvp,Accepted,3245431,Melastomataceae,Myrtales
Miconia ternatifolia,Miconia ternatifolia,wcvp,Accepted,3021056,Melastomataceae,Myrtales
Miconia tetragona,Miconia tetragona,wcvp,Accepted,3021057,Melastomataceae,Myrtales
Miconia tetrandra,Miconia tetrandra,wcvp,Accepted,3021059,Melastomataceae,Myrtales
Miconia tetrasperma,Miconia tetrasperma,wcvp,Accepted,3021061,Melastomataceae,Myrtales
Miconia tetraspermoides,Miconia tetraspermoides,wcvp,Accepted,3021062,Melastomataceae,Myrtales
Miconia thyrsiflora,Miconia thyrsiflora,wcvp,Accepted,3030939,Melastomataceae,Myrtales
Miconia tiliifolia,Miconia tiliifolia,wcvp,Accepted,3021069,Melastomataceae,Myrtales
Miconia tillettii,Miconia tillettii,wcvp,Accepted,3021070,Melastomataceae,Myrtales
Miconia tinifolia,Miconia tinifolia,wcvp,Accepted,3021071,Melastomataceae,Myrtales
Miconia tococa,Miconia tococa,wcvp,Accepted,3245093,Melastomataceae,Myrtales
Miconia tococapitata,Miconia tococapitata,wcvp,Accepted,3245006,Melastomataceae,Myrtales
Miconia tococaudata,Miconia tococaudata,wcvp,Accepted,3244765,Melastomataceae,Myrtales
Miconia tococinnamomea,Miconia tococinnamomea,wcvp,Accepted,3245612,Melastomataceae,Myrtales
Miconia tococoidea,Miconia tococoidea,wcvp,Accepted,3244880,Melastomataceae,Myrtales
Miconia tococordata,Miconia tococordata,wcvp,Accepted,3245621,Melastomataceae,Myrtales
Miconia tococoronata,Miconia tococoronata,wcvp,Accepted,3245508,Melastomataceae,Myrtales
Miconia tomentosa,Miconia tomentosa,wcvp,Accepted,3021075,Melastomataceae,Myrtales
Miconia traillii,Miconia traillii,wcvp,Accepted,3021079,Melastomataceae,Myrtales
Miconia trianae,Miconia trianae,wcvp,Accepted,3021081,Melastomataceae,Myrtales
Miconia trichocalyx,Miconia trichocalyx,wcvp,Accepted,3275208,Melastomataceae,Myrtales
Miconia trinervia,Miconia trinervia,wcvp,Accepted,3021088,Melastomataceae,Myrtales
Miconia triplinervis,Miconia triplinervis,wcvp,Accepted,3021089,Melastomataceae,Myrtales
Miconia truncata,Miconia truncata,wcvp,Accepted,3021093,Melastomataceae,Myrtales
Miconia umbrosa,Miconia umbrosa,wcvp,Accepted,3021104,Melastomataceae,Myrtales
Miconia undata,Miconia undata,wcvp,Accepted,3021105,Melastomataceae,Myrtales
Miconia variifolia,Miconia variifolia,wcvp,Accepted,3245023,Melastomataceae,Myrtales
Miconia venulosa,Miconia venulosa,wcvp,Accepted,3021124,Melastomataceae,Myrtales
Miconia violascens,Miconia violascens,wcvp,Accepted,3245029,Melastomataceae,Myrtales
Miconia wagneri,Miconia wagneri,wcvp,Accepted,3021140,Melastomataceae,Myrtales
Miconia waimiri-atroari,Miconia waimiri-atroari,wcvp,Accepted,3275129,Melastomataceae,Myrtales
Miconia williamandersonii,Miconia williamandersonii,wcvp,Accepted,3245515,Melastomataceae,Myrtales
Miconia wittii,Miconia wittii,wcvp,Accepted,3021146,Melastomataceae,Myrtales
Miconia woytkowskii,Miconia woytkowskii,wcvp,Accepted,3021149,Melastomataceae,Myrtales
Miconia zubenetana,Miconia zubenetana,wcvp,Accepted,3021159,Melastomataceae,Myrtales
Microlicia benthamiana,Microlicia benthamiana,wcvp,Accepted,3023333,Melastomataceae,Myrtales
Microlicia cataphracta,Microlicia cataphracta,wcvp,Accepted,3275128,Melastomataceae,Myrtales
Microlicia hatschbachii,Microlicia hatschbachii,wcvp,Accepted,3023376,Melastomataceae,Myrtales
Monochaetum bonplandii,Monochaetum bonplandii,wcvp,Accepted,3022971,Melastomataceae,Myrtales
Monolena primuliflora,Monolena primuliflora,wcvp,Accepted,3021737,Melastomataceae,Myrtales
Mouriri acutiflora,Mouriri acutiflora,wcvp,Accepted,3018096,Melastomataceae,Myrtales
Mouriri angulicosta,Mouriri angulicosta,wcvp,Accepted,3018098,Melastomataceae,Myrtales
Mouriri angustifolia,Mouriri angustifolia,wcvp,Accepted,3018099,Melastomataceae,Myrtales
Mouriri apiranga,Mouriri apiranga,wcvp,Accepted,3018100,Melastomataceae,Myrtales
Mouriri brachyanthera,Mouriri brachyanthera,wcvp,Accepted,3018105,Melastomataceae,Myrtales
Mouriri brevipes,Mouriri brevipes,wcvp,Accepted,3018106,Melastomataceae,Myrtales
Mouriri cauliflora,Mouriri cauliflora,wcvp,Accepted,3018107,Melastomataceae,Myrtales
Mouriri cearensis,Mouriri cearensis,wcvp,Accepted,3018108,Melastomataceae,Myrtales
Mouriri collocarpa,Mouriri collocarpa,wcvp,Accepted,3018111,Melastomataceae,Myrtales
Mouriri crassifolia,Mouriri crassifolia,wcvp,Accepted,3018114,Melastomataceae,Myrtales
Mouriri densifoliata,Mouriri densifoliata,wcvp,Accepted,3018117,Melastomataceae,Myrtales
Mouriri dimorphandra,Mouriri dimorphandra,wcvp,Accepted,3018118,Melastomataceae,Myrtales
Mouriri duckeana,Mouriri duckeana,wcvp,Accepted,3018121,Melastomataceae,Myrtales
Mouriri duckeanoides,Mouriri duckeanoides,wcvp,Accepted,3018122,Melastomataceae,Myrtales
Mouriri elliptica,Mouriri elliptica,wcvp,Accepted,3018124,Melastomataceae,Myrtales
Mouriri eugeniifolia,Mouriri eugeniifolia,wcvp,Accepted,3018127,Melastomataceae,Myrtales
Mouriri ficoides,Mouriri ficoides,wcvp,Accepted,3018130,Melastomataceae,Myrtales
Mouriri francavillana,Mouriri francavillana,wcvp,Accepted,3018132,Melastomataceae,Myrtales
Mouriri froesii,Mouriri froesii,wcvp,Accepted,3018133,Melastomataceae,Myrtales
Mouriri grandiflora,Mouriri grandiflora,wcvp,Accepted,3018139,Melastomataceae,Myrtales
Mouriri guianensis,Mouriri guianensis,wcvp,Accepted,3018141,Melastomataceae,Myrtales
Mouriri huberi,Mouriri huberi,wcvp,Accepted,3018144,Melastomataceae,Myrtales
Mouriri longifolia,Mouriri longifolia,wcvp,Accepted,3018149,Melastomataceae,Myrtales
Mouriri lunatanthera,Mouriri lunatanthera,wcvp,Accepted,3018150,Melastomataceae,Myrtales
Mouriri monopora,Mouriri monopora,wcvp,Accepted,3018154,Melastomataceae,Myrtales
Mouriri myrtifolia,Mouriri myrtifolia,wcvp,Accepted,3018157,Melastomataceae,Myrtales
Mouriri myrtilloides,Mouriri myrtilloides,wcvp,Accepted,3018158,Melastomataceae,Myrtales
Mouriri nervosa,Mouriri nervosa,wcvp,Accepted,3018162,Melastomataceae,Myrtales
Mouriri nigra,Mouriri plasschaertii,wcvp,Synonym,3023886,Melastomataceae,Myrtales
Mouriri oligantha,Mouriri oligantha,wcvp,Accepted,3018165,Melastomataceae,Myrtales
Mouriri sagotiana,Mouriri sagotiana,wcvp,Accepted,3018178,Melastomataceae,Myrtales
Mouriri sideroxylon,Mouriri sideroxylon,wcvp,Accepted,3018180,Melastomataceae,Myrtales
Mouriri spruceana,Mouriri spruceana,wcvp,Accepted,3018183,Melastomataceae,Myrtales
Mouriri subumbellata,Mouriri subumbellata,wcvp,Accepted,3018185,Melastomataceae,Myrtales
Mouriri torquata,Mouriri torquata,wcvp,Accepted,3018187,Melastomataceae,Myrtales
Mouriri trunciflora,Mouriri trunciflora,wcvp,Accepted,3018188,Melastomataceae,Myrtales
Mouriri uncitheca,Mouriri uncitheca,wcvp,Accepted,3018190,Melastomataceae,Myrtales
Mouriri vernicosa,Mouriri vernicosa,wcvp,Accepted,3018192,Melastomataceae,Myrtales
Myrmidone macrosperma,Miconia macrosperma,wcvp,Synonym,3245428,Melastomataceae,Myrtales
Nepsera aquatica,Nepsera aquatica,wcvp,Accepted,3022893,Melastomataceae,Myrtales
Noterophila bivalvis,Noterophila bivalvis,wcvp,Accepted,3217544,Melastomataceae,Myrtales
Noterophila crassipes,Noterophila crassipes,wcvp,Accepted,3217545,Melastomataceae,Myrtales
Noterophila limnobios,Noterophila limnobios,wcvp,Accepted,3029265,Melastomataceae,Myrtales
Noterophila tetramera,Noterophila tetramera,wcvp,Accepted,3029281,Melastomataceae,Myrtales
Opisthocentra clidemioides,Opisthocentra clidemioides,wcvp,Accepted,3018674,Melastomataceae,Myrtales
Ossaea boliviensis,Miconia violascens,wcvp,Synonym,3245029,Melastomataceae,Myrtales
Ossaea capillaris,Miconia leptopus,wcvp,Illegitimate,3245323,Melastomataceae,Myrtales
Ossaea cucullata,Miconia cucullata,wcvp,Synonym,3245186,Melastomataceae,Myrtales
Pachyloma coriaceum,Pachyloma coriaceum,wcvp,Accepted,3018676,Melastomataceae,Myrtales
Pachyloma huberioides,Pachyloma huberioides,wcvp,Accepted,3018677,Melastomataceae,Myrtales
Pleroma barbigerum,Tibouchina barbigera,wcvp,Synonym,3029783,Melastomataceae,Myrtales
Pleroma candolleanum,Pleroma candolleanum,wcvp,Accepted,3023070,Melastomataceae,Myrtales
Pleroma cryptadenum,Pleroma cryptadenum,wcvp,Accepted,3245866,Melastomataceae,Myrtales
Pleroma heteromallum,Pleroma heteromallum,wcvp,Accepted,3023105,Melastomataceae,Myrtales
Pleroma urvilleanum,Pleroma urvilleanum,wcvp,Accepted,3239065,Melastomataceae,Myrtales
Pterogastra divaricata,Pterogastra divaricata,wcvp,Accepted,3023024,Melastomataceae,Myrtales
Pterolepis buraeavi,Pterolepis buraeavi,wcvp,Accepted,3023033,Melastomataceae,Myrtales
Pterolepis glomerata,Pterolepis glomerata,wcvp,Accepted,3023036,Melastomataceae,Myrtales
Rhynchanthera cordata,Rhynchanthera cordata,wcvp,Accepted,3023536,Melastomataceae,Myrtales
Rhynchanthera grandiflora,Rhynchanthera grandiflora,wcvp,Accepted,3023539,Melastomataceae,Myrtales
Rhynchanthera hispida,Rhynchanthera hispida,wcvp,Accepted,3023541,Melastomataceae,Myrtales
Rhynchanthera novemnervia,Rhynchanthera novemnervia,wcvp,Accepted,3023544,Melastomataceae,Myrtales
Rhynchanthera serrulata,Rhynchanthera serrulata,wcvp,Accepted,3023547,Melastomataceae,Myrtales
Rostranthera tetraptera,Rostranthera tetraptera,wcvp,Accepted,3217588,Melastomataceae,Myrtales
Salpinga glandulosa,Salpinga glandulosa,wcvp,Accepted,3021742,Melastomataceae,Myrtales
Salpinga longifolia,Salpinga longifolia,wcvp,Accepted,3021743,Melastomataceae,Myrtales
Salpinga pusilla,Salpinga pusilla,wcvp,Accepted,3021750,Melastomataceae,Myrtales
Salpinga secunda,Salpinga secunda,wcvp,Accepted,3021751,Melastomataceae,Myrtales
Sandemania hoehnei,Sandemania hoehnei,wcvp,Accepted,3023048,Melastomataceae,Myrtales
Siphanthera cordifolia,Siphanthera cordifolia,wcvp,Accepted,3023555,Melastomataceae,Myrtales
Siphanthera foliosa,Siphanthera foliosa,wcvp,Accepted,3023560,Melastomataceae,Myrtales
Siphanthera hostmannii,Siphanthera hostmannii,wcvp,Accepted,3023562,Melastomataceae,Myrtales
Siphanthera subtilis,Siphanthera subtilis,wcvp,Accepted,3023567,Melastomataceae,Myrtales
Siphanthera todziae,Siphanthera todziae,wcvp,Accepted,3023568,Melastomataceae,Myrtales
Tateanthus duidae,Tateanthus duidae,wcvp,Accepted,3021780,Melastomataceae,Myrtales
Tibouchina aspera,Tibouchina aspera,wcvp,Accepted,3030159,Melastomataceae,Myrtales
Tibouchina dissitiflora,Tibouchina dissitiflora,wcvp,Accepted,3022610,Melastomataceae,Myrtales
Tibouchina llanorum,Tibouchina llanorum,wcvp,Accepted,3023202,Melastomataceae,Myrtales
Tibouchina ochypetala,Pleroma ochypetalum,wcvp,Synonym,3023128,Melastomataceae,Myrtales
Tibouchina spruceana,Tibouchina spruceana,wcvp,Accepted,3023244,Melastomataceae,Myrtales
Tococa caquetana,Miconia caquetana,wcvp,Synonym,3245171,Melastomataceae,Myrtales
Tococa coronata,Miconia tococoronata,wcvp,Synonym,3245508,Melastomataceae,Myrtales
Tococa costoides,Miconia costoides,wcvp,Synonym,3245405,Melastomataceae,Myrtales
Tococa guianensis,Miconia tococa,wcvp,Synonym,3245093,Melastomataceae,Myrtales
Triolena amazonica,Triolena amazonica,wcvp,Accepted,3021755,Melastomataceae,Myrtales
Triolena pluvialis,Triolena pluvialis,wcvp,Accepted,3021772,Melastomataceae,Myrtales
Votomita plerocarpa,Votomita plerocarpa,wcvp,Accepted,3018200,Melastomataceae,Myrtales
Votomita pubescens,Votomita pubescens,wcvp,Accepted,3018201,Melastomataceae,Myrtales
Azadirachta indica,Azadirachta indica,wcvp,Accepted,2667002,Meliaceae,Sapindales
Cabralea canjerana,Cabralea canjerana,wcvp,Accepted,2688736,Meliaceae,Sapindales
Carapa guianensis,Carapa guianensis,wcvp,Accepted,2699327,Meliaceae,Sapindales
Carapa procera,Carapa procera,wcvp,Accepted,2699344,Meliaceae,Sapindales
Carapa vasquezii,Carapa vasquezii,wcvp,Accepted,2903623,Meliaceae,Sapindales
Cedrela fissilis,Cedrela fissilis,wcvp,Accepted,2707200,Meliaceae,Sapindales
Cedrela odorata,Cedrela odorata,wcvp,Accepted,2707234,Meliaceae,Sapindales
Guarea blanchetii,Guarea blanchetii,wcvp,Accepted,2833945,Meliaceae,Sapindales
Guarea carapoides,Guarea carapoides,wcvp,Accepted,2833953,Meliaceae,Sapindales
Guarea carinata,Guarea carinata,wcvp,Accepted,2833954,Meliaceae,Sapindales
Guarea cinnamomea,Guarea cinnamomea,wcvp,Accepted,2833966,Meliaceae,Sapindales
Guarea convergens,Guarea convergens,wcvp,Accepted,2833970,Meliaceae,Sapindales
Guarea crispa,Guarea crispa,wcvp,Accepted,2833976,Meliaceae,Sapindales
Guarea cristata,Guarea cristata,wcvp,Accepted,2833977,Meliaceae,Sapindales
Guarea fistulosa,Guarea fistulosa,wcvp,Accepted,2607316,Meliaceae,Sapindales
Guarea gomma,Guarea gomma,wcvp,Accepted,2834017,Meliaceae,Sapindales
Guarea guentheri,Guarea guentheri,wcvp,Accepted,2834024,Meliaceae,Sapindales
Guarea guidonia,Guarea guidonia,wcvp,Accepted,2834025,Meliaceae,Sapindales
Guarea humaitensis,Guarea humaitensis,wcvp,Accepted,2834033,Meliaceae,Sapindales
Guarea juglandiformis,Guarea juglandiformis,wcvp,Accepted,2834040,Meliaceae,Sapindales
Guarea kunthiana,Guarea kunthiana,wcvp,Accepted,2834043,Meliaceae,Sapindales
Guarea macrophylla,Guarea macrophylla,wcvp,Accepted,2834067,Meliaceae,Sapindales
Guarea pterorhachis,Guarea pterorhachis,wcvp,Accepted,2834133,Meliaceae,Sapindales
Guarea pubescens,Ruagea pubescens,wcvp,Illegitimate,2425287,Meliaceae,Sapindales
Guarea purusana,Guarea purusana,wcvp,Accepted,2834145,Meliaceae,Sapindales
Guarea scabra,Guarea scabra,wcvp,Accepted,2834166,Meliaceae,Sapindales
Guarea silvatica,Guarea silvatica,wcvp,Accepted,2834170,Meliaceae,Sapindales
Guarea sprucei,Guarea sprucei,wcvp,Accepted,2834178,Meliaceae,Sapindales
Guarea trunciflora,Guarea trunciflora,wcvp,Accepted,2834206,Meliaceae,Sapindales
Guarea velutina,Guarea velutina,wcvp,Accepted,2834215,Meliaceae,Sapindales
Guarea venenata,Guarea venenata,wcvp,Accepted,2834216,Meliaceae,Sapindales
Melia azedarach,Melia azedarach,wcvp,Accepted,2505106,Meliaceae,Sapindales
Swietenia macrophylla,Swietenia macrophylla,wcvp,Accepted,2601504,Meliaceae,Sapindales
Trichilia adolfi,Trichilia adolfi,wcvp,Accepted,2515198,Meliaceae,Sapindales
Trichilia appendiculata,Trichilia appendiculata,wcvp,Accepted,2515224,Meliaceae,Sapindales
Trichilia areolata,Trichilia areolata,wcvp,Accepted,2515220,Meliaceae,Sapindales
Trichilia bullata,Trichilia bullata,wcvp,Accepted,2515158,Meliaceae,Sapindales
Trichilia catigua,Trichilia catigua,wcvp,Accepted,2515147,Meliaceae,Sapindales
Trichilia cipo,Trichilia cipo,wcvp,Accepted,2515177,Meliaceae,Sapindales
Trichilia claussenii,Trichilia claussenii,wcvp,Accepted,2515176,Meliaceae,Sapindales
Trichilia elegans,Trichilia elegans,wcvp,Accepted,2514938,Meliaceae,Sapindales
Trichilia elsae,Trichilia elsae,wcvp,Accepted,2514944,Meliaceae,Sapindales
Trichilia euneura,Trichilia euneura,wcvp,Accepted,2514970,Meliaceae,Sapindales
Trichilia fasciculata,Trichilia fasciculata,wcvp,Accepted,2514964,Meliaceae,Sapindales
Trichilia hirta,Trichilia hirta,wcvp,Accepted,2514977,Meliaceae,Sapindales
Trichilia hispida,Trichilia hispida,wcvp,Accepted,2515039,Meliaceae,Sapindales
Trichilia inaequilatera,Trichilia inaequilatera,wcvp,Accepted,2515033,Meliaceae,Sapindales
Trichilia lecointei,Trichilia lecointei,wcvp,Accepted,2515059,Meliaceae,Sapindales
Trichilia martiana,Trichilia martiana,wcvp,Accepted,2514986,Meliaceae,Sapindales
Trichilia maynasiana,Trichilia tuberculata subsp. tuberculata,wcvp,Synonym,3259844,Meliaceae,Sapindales
Trichilia mazanensis,Trichilia mazanensis,wcvp,Accepted,2514980,Meliaceae,Sapindales
Trichilia micrantha,Trichilia micrantha,wcvp,Accepted,2514985,Meliaceae,Sapindales
Trichilia micropetala,Trichilia micropetala,wcvp,Accepted,2515015,Meliaceae,Sapindales
Trichilia minima,Trichilia minima,wcvp,Accepted,3010585,Meliaceae,Sapindales
Trichilia pallida,Trichilia pallida,wcvp,Accepted,2515473,Meliaceae,Sapindales
Trichilia pleeana,Trichilia pleeana,wcvp,Accepted,2515412,Meliaceae,Sapindales
Trichilia poeppigii,Trichilia poeppigii,wcvp,Accepted,2515411,Meliaceae,Sapindales
Trichilia quadrijuga,Trichilia quadrijuga,wcvp,Accepted,2515429,Meliaceae,Sapindales
Trichilia ramalhoi,Trichilia ramalhoi,wcvp,Accepted,2515423,Meliaceae,Sapindales
Trichilia rubra,Trichilia rubra,wcvp,Accepted,2515523,Meliaceae,Sapindales
Trichilia schomburgkii,Trichilia schomburgkii,wcvp,Accepted,2515565,Meliaceae,Sapindales
Trichilia septentrionalis,Trichilia septentrionalis,wcvp,Accepted,2515513,Meliaceae,Sapindales
Trichilia silvatica,Trichilia silvatica,wcvp,Accepted,2515500,Meliaceae,Sapindales
Trichilia singularis,Trichilia singularis,wcvp,Accepted,2515496,Meliaceae,Sapindales
Trichilia solitudinis,Trichilia solitudinis,wcvp,Accepted,2515491,Meliaceae,Sapindales
Trichilia stipitata,Trichilia stipitata,wcvp,Accepted,2515492,Meliaceae,Sapindales
Trichilia tenuifructa,Trichilia tenuifructa,wcvp,Accepted,3010584,Meliaceae,Sapindales
Trichilia tuberculata,Trichilia tuberculata,wcvp,Accepted,2515271,Meliaceae,Sapindales
Trichilia vestigialis,Trichilia vestigialis,wcvp,Accepted,3010586,Meliaceae,Sapindales
Trichilia watorikensis,Trichilia watorikensis,wcvp,Accepted,3010549,Meliaceae,Sapindales
Abuta brevifolia,Abuta brevifolia,wcvp,Accepted,2610365,Menispermaceae,Ranunculales
Abuta bullata,Abuta bullata,wcvp,Accepted,2610367,Menispermaceae,Ranunculales
Abuta candollei,Abuta candollei,wcvp,Accepted,2610369,Menispermaceae,Ranunculales
Abuta grandifolia,Abuta grandifolia,wcvp,Accepted,2610381,Menispermaceae,Ranunculales
Abuta grisebachii,Abuta grisebachii,wcvp,Accepted,2610382,Menispermaceae,Ranunculales
Abuta imene,Abuta imene,wcvp,Accepted,2610385,Menispermaceae,Ranunculales
Abuta mycetandra,Abuta mycetandra,wcvp,Accepted,2610392,Menispermaceae,Ranunculales
Abuta obovata,Abuta obovata,wcvp,Accepted,2610396,Menispermaceae,Ranunculales
Abuta pahni,Abuta pahni,wcvp,Accepted,2610397,Menispermaceae,Ranunculales
Abuta panurensis,Abuta panurensis,wcvp,Accepted,2610399,Menispermaceae,Ranunculales
Abuta rufescens,Abuta rufescens,wcvp,Accepted,2610404,Menispermaceae,Ranunculales
Abuta sandwithiana,Abuta sandwithiana,wcvp,Accepted,2610407,Menispermaceae,Ranunculales
Abuta selloana,Abuta selloana,wcvp,Accepted,2610410,Menispermaceae,Ranunculales
Abuta solimoesensis,Abuta solimoesensis,wcvp,Accepted,2610411,Menispermaceae,Ranunculales
Abuta steyermarkii,Abuta steyermarkii,wcvp,Accepted,2610415,Menispermaceae,Ranunculales
Abuta velutina,Abuta velutina,wcvp,Accepted,2610423,Menispermaceae,Ranunculales
Anomospermum chloranthum,Anomospermum chloranthum,wcvp,Accepted,2641296,Menispermaceae,Ranunculales
Anomospermum grandifolium,Elissarrhena longipes,wcvp,Illegitimate,2787607,Menispermaceae,Ranunculales
Anomospermum reticulatum,Anomospermum reticulatum,wcvp,Accepted,2641316,Menispermaceae,Ranunculales
Borismene japurensis,Borismene japurensis,wcvp,Accepted,2679795,Menispermaceae,Ranunculales
Caryomene foveolata,Caryomene foveolata,wcvp,Accepted,2701907,Menispermaceae,Ranunculales
Caryomene grandifolia,Caryomene grandifolia,wcvp,Accepted,2701909,Menispermaceae,Ranunculales
Chondrodendron tomentosum,Chondrodendron tomentosum,wcvp,Accepted,2719336,Menispermaceae,Ranunculales
Cissampelos andromorpha,Cissampelos andromorpha,wcvp,Accepted,2721925,Menispermaceae,Ranunculales
Cissampelos fasciculata,Cissampelos fasciculata,wcvp,Accepted,2721968,Menispermaceae,Ranunculales
Cissampelos glaberrima,Cissampelos glaberrima,wcvp,Accepted,2721974,Menispermaceae,Ranunculales
Cissampelos grandifolia,Cissampelos grandifolia,wcvp,Accepted,2721981,Menispermaceae,Ranunculales
Cissampelos laxiflora,Cissampelos laxiflora,wcvp,Accepted,2722000,Menispermaceae,Ranunculales
Cissampelos ovalifolia,Cissampelos ovalifolia,wcvp,Accepted,2722026,Menispermaceae,Ranunculales
Cissampelos pareira,Cissampelos pareira,wcvp,Accepted,2722039,Menispermaceae,Ranunculales
Cissampelos tropaeolifolia,Cissampelos tropaeolifolia,wcvp,Accepted,2722093,Menispermaceae,Ranunculales
Curarea tecunarum,Curarea tecunarum,wcvp,Accepted,2748837,Menispermaceae,Ranunculales
Curarea toxicofera,Curarea toxicofera,wcvp,Accepted,2748838,Menispermaceae,Ranunculales
Disciphania cubijensis,Disciphania cubijensis,wcvp,Accepted,2772711,Menispermaceae,Ranunculales
