taxon_name,name_aligned,source,taxon_status,taxonomicSourceID,name_aligned_family,name_aligned_order
Carpotroche brasiliensis,Carpotroche brasiliensis,wcvp,Accepted,2924177,Achariaceae,Malpighiales
Carpotroche crispidentata,Carpotroche crispidentata,wcvp,Accepted,2924181,Achariaceae,Malpighiales
Carpotroche froesiana,Carpotroche froesiana,wcvp,Accepted,2924183,Achariaceae,Malpighiales
Carpotroche grandiflora,Carpotroche grandiflora,wcvp,Accepted,2924185,Achariaceae,Malpighiales
Carpotroche integrifolia,Carpotroche integrifolia,wcvp,Accepted,2924186,Achariaceae,Malpighiales
Carpotroche longifolia,Carpotroche longifolia,wcvp,Accepted,2924189,Achariaceae,Malpighiales
Lindackeria latifolia,Lindackeria latifolia,wcvp,Accepted,2922794,Achariaceae,Malpighiales
Lindackeria paludosa,Lindackeria paludosa,wcvp,Accepted,2922740,Achariaceae,Malpighiales
Mayna grandifolia,Mayna grandifolia,wcvp,Accepted,2922871,Achariaceae,Malpighiales
Mayna odorata,Mayna odorata,wcvp,Accepted,2922881,Achariaceae,Malpighiales
Mayna parvifolia,Casearia maynacarpa,wcvp,Synonym,2995265,Achariaceae,Malpighiales
Achatocarpus praecox,Achatocarpus praecox,wcvp,Accepted,500159,Achatocarpaceae,Caryophyllales
Aquarius grisebachii,Aquarius grisebachii,wcvp,Accepted,528567,Alismataceae,Alismatales
Aquarius horizontalis,Aquarius horizontalis,wcvp,Accepted,528576,Alismataceae,Alismatales
Aquarius paniculatus,Aquarius paniculatus,wcvp,Accepted,528543,Alismataceae,Alismatales
Aquarius trialatus,Aquarius trialatus,wcvp,Accepted,528590,Alismataceae,Alismatales
Aquarius uruguayensis,Aquarius uruguayensis,wcvp,Accepted,528621,Alismataceae,Alismatales
Limnocharis flava,Limnocharis flava,wcvp,Accepted,280510,Alismataceae,Alismatales
Sagittaria guayanensis,Sagittaria guayanensis,wcvp,Accepted,287263,Alismataceae,Alismatales
Sagittaria rhombifolia,Sagittaria rhombifolia,wcvp,Accepted,287433,Alismataceae,Alismatales
Sagittaria sprucei,Sagittaria sprucei,wcvp,Accepted,287480,Alismataceae,Alismatales
Alstroemeria isabelleana,Alstroemeria isabelleana,wcvp,Accepted,298307,Alstroemeriaceae,Liliales
Bomarea obovata,Bomarea obovata,wcvp,Accepted,300798,Alstroemeriaceae,Liliales
Alternanthera aquatica,Alternanthera aquatica,wcvp,Accepted,2631066,Amaranthaceae,Caryophyllales
Alternanthera brasiliana,Alternanthera brasiliana,wcvp,Accepted,2631098,Amaranthaceae,Caryophyllales
Alternanthera caracasana,Alternanthera caracasana,wcvp,Accepted,2631118,Amaranthaceae,Caryophyllales
Alternanthera ficoidea,Alternanthera ficoidea,wcvp,Accepted,2631162,Amaranthaceae,Caryophyllales
Alternanthera micrantha,Alternanthera denticulata,wcvp,Illegitimate,2631141,Amaranthaceae,Caryophyllales
Alternanthera puberula,Alternanthera puberula,wcvp,Accepted,2631382,Amaranthaceae,Caryophyllales
Alternanthera reineckii,Alternanthera reineckii,wcvp,Accepted,2631403,Amaranthaceae,Caryophyllales
Alternanthera sessilis,Alternanthera sessilis,wcvp,Accepted,2631425,Amaranthaceae,Caryophyllales
Alternanthera tenella,Alternanthera ficoidea,wcvp,Synonym,2631162,Amaranthaceae,Caryophyllales
Amaranthus blitum,Amaranthus blitum,wcvp,Accepted,2632714,Amaranthaceae,Caryophyllales
Amaranthus caudatus,Amaranthus caudatus,wcvp,Accepted,2632762,Amaranthaceae,Caryophyllales
Amaranthus deflexus,Amaranthus deflexus,wcvp,Accepted,2632798,Amaranthaceae,Caryophyllales
Amaranthus dubius,Amaranthus retroflexus,wcvp,Invalid,2633061,Amaranthaceae,Caryophyllales
Amaranthus spinosus,Amaranthus spinosus,wcvp,Accepted,2633107,Amaranthaceae,Caryophyllales
Amaranthus viridis,Amaranthus viridis,wcvp,Accepted,2633159,Amaranthaceae,Caryophyllales
Celosia argentea,Celosia argentea,wcvp,Accepted,2707791,Amaranthaceae,Caryophyllales
Chamissoa acuminata,Chamissoa acuminata,wcvp,Accepted,2715813,Amaranthaceae,Caryophyllales
Chamissoa altissima,Chamissoa altissima,wcvp,Accepted,2715817,Amaranthaceae,Caryophyllales
Chenopodium ambrosioides,Dysphania ambrosioides,wcvp,Synonym,2780223,Amaranthaceae,Caryophyllales
Cyathula achyranthoides,Cyathula achyranthoides,wcvp,Accepted,2749186,Amaranthaceae,Caryophyllales
Cyathula prostrata,Cyathula prostrata,wcvp,Accepted,2749233,Amaranthaceae,Caryophyllales
Dysphania ambrosioides,Dysphania ambrosioides,wcvp,Accepted,2780223,Amaranthaceae,Caryophyllales
Gomphrena arborescens,Gomphrena arborescens,wcvp,Accepted,2829036,Amaranthaceae,Caryophyllales
Gomphrena celosioides,Gomphrena celosioides,wcvp,Accepted,2829071,Amaranthaceae,Caryophyllales
Gomphrena elegans,Gomphrena elegans,wcvp,Accepted,2829160,Amaranthaceae,Caryophyllales
Gomphrena globosa,Gomphrena globosa,wcvp,Accepted,2829209,Amaranthaceae,Caryophyllales
Gomphrena martiana,Gomphrena martiana,wcvp,Accepted,2829289,Amaranthaceae,Caryophyllales
Hebanthe erianthos,Hebanthe erianthos,wcvp,Accepted,2840360,Amaranthaceae,Caryophyllales
Iresine diffusa,Iresine diffusa,wcvp,Accepted,2866580,Amaranthaceae,Caryophyllales
Pfaffia glomerata,Pfaffia glomerata,wcvp,Accepted,2407746,Amaranthaceae,Caryophyllales
Salicornia ambigua,Salicornia ambigua,wcvp,Accepted,2480732,Amaranthaceae,Caryophyllales
Allium sativum,Allium sativum,wcvp,Accepted,296499,Amaryllidaceae,Asparagales
Allium schoenoprasum,Allium schoenoprasum,wcvp,Accepted,296525,Amaryllidaceae,Asparagales
Crinum amazonicum,Crinum amazonicum,wcvp,Accepted,303309,Amaryllidaceae,Asparagales
Crinum americanum,Crinum americanum,wcvp,Accepted,303311,Amaryllidaceae,Asparagales
Hippeastrum puniceum,Hippeastrum puniceum,wcvp,Accepted,278253,Amaryllidaceae,Asparagales
Hymenocallis latifolia,Hymenocallis latifolia,wcvp,Accepted,278840,Amaryllidaceae,Asparagales
Hymenocallis speciosa,Hymenocallis speciosa,wcvp,Accepted,278909,Amaryllidaceae,Asparagales
Urceolina amazonica,Urceolina amazonica,wcvp,Accepted,531854,Amaryllidaceae,Asparagales
Urceolina ulei,Urceolina ulei,wcvp,Accepted,290744,Amaryllidaceae,Asparagales
Anacardium giganteum,Anacardium giganteum,wcvp,Accepted,2635899,Anacardiaceae,Sapindales
Anacardium microsepalum,Anacardium microsepalum,wcvp,Accepted,2635909,Anacardiaceae,Sapindales
Anacardium occidentale,Anacardium occidentale,wcvp,Accepted,2635912,Anacardiaceae,Sapindales
Anacardium parvifolium,Anacardium parvifolium,wcvp,Accepted,2635919,Anacardiaceae,Sapindales
Anacardium spruceanum,Anacardium braziliense,wcvp,Synonym,2635890,Anacardiaceae,Sapindales
Astronium lecointei,Astronium lecointei,wcvp,Accepted,2664136,Anacardiaceae,Sapindales
Mangifera indica,Mangifera indica,wcvp,Accepted,2362842,Anacardiaceae,Sapindales
Mangifera sylvatica,Mangifera sylvatica,wcvp,Accepted,2364863,Anacardiaceae,Sapindales
Spondias dulcis,Spondias dulcis,wcvp,Accepted,2480687,Anacardiaceae,Sapindales
Spondias globosa,Spondias globosa,wcvp,Accepted,3003222,Anacardiaceae,Sapindales
Spondias mombin,Spondias mombin,wcvp,Accepted,2480696,Anacardiaceae,Sapindales
Spondias purpurea,Spondias purpurea,wcvp,Accepted,2480722,Anacardiaceae,Sapindales
Tapirira guianensis,Tapirira guianensis,wcvp,Accepted,2436204,Anacardiaceae,Sapindales
Tapirira obtusa,Tapirira obtusa,wcvp,Accepted,2435497,Anacardiaceae,Sapindales
Tapirira pilosa,Tapirira pilosa,wcvp,Accepted,2435501,Anacardiaceae,Sapindales
Tapirira retusa,Tapirira retusa,wcvp,Accepted,2435503,Anacardiaceae,Sapindales
Thyrsodium bolivianum,Thyrsodium bolivianum,wcvp,Accepted,2435420,Anacardiaceae,Sapindales
Thyrsodium herrerense,Thyrsodium herrerense,wcvp,Accepted,2435424,Anacardiaceae,Sapindales
Thyrsodium rondonianum,Thyrsodium rondonianum,wcvp,Accepted,2435427,Anacardiaceae,Sapindales
Thyrsodium spruceanum,Thyrsodium spruceanum,wcvp,Accepted,2435296,Anacardiaceae,Sapindales
Anisophyllea guianensis,Anisophyllea guianensis,wcvp,Accepted,2640302,Anisophylleaceae,Cucurbitales
Anisophyllea manausensis,Anisophyllea manausensis,wcvp,Accepted,2640306,Anisophylleaceae,Cucurbitales
Polygonanthus amazonicus,Polygonanthus amazonicus,wcvp,Accepted,2868123,Anisophylleaceae,Cucurbitales
Anaxagorea acuminata,Anaxagorea acuminata,wcvp,Accepted,2636353,Annonaceae,Magnoliales
Anaxagorea angustifolia,Anaxagorea angustifolia,wcvp,Accepted,2636355,Annonaceae,Magnoliales
Anaxagorea brachycarpa,Anaxagorea brachycarpa,wcvp,Accepted,2636357,Annonaceae,Magnoliales
Anaxagorea brevipes,Anaxagorea brevipes,wcvp,Accepted,2636360,Annonaceae,Magnoliales
Anaxagorea dolichocarpa,Anaxagorea dolichocarpa,wcvp,Accepted,2636365,Annonaceae,Magnoliales
Anaxagorea gigantophylla,Anaxagorea gigantophylla,wcvp,Accepted,2636368,Annonaceae,Magnoliales
Anaxagorea macrantha,Anaxagorea macrantha,wcvp,Accepted,2636376,Annonaceae,Magnoliales
Anaxagorea manausensis,Anaxagorea manausensis,wcvp,Accepted,2636377,Annonaceae,Magnoliales
Anaxagorea petiolata,Anaxagorea petiolata,wcvp,Accepted,2636386,Annonaceae,Magnoliales
Anaxagorea phaeocarpa,Anaxagorea phaeocarpa,wcvp,Accepted,2636387,Annonaceae,Magnoliales
Anaxagorea prinoides,Anaxagorea prinoides,wcvp,Accepted,2636388,Annonaceae,Magnoliales
Anaxagorea rheophytica,Anaxagorea rheophytica,wcvp,Accepted,2636391,Annonaceae,Magnoliales
Anaxagorea rufa,Anaxagorea rufa,wcvp,Accepted,2636392,Annonaceae,Magnoliales
Annona amazonica,Annona amazonica,wcvp,Accepted,2640774,Annonaceae,Magnoliales
Annona ambotay,Annona ambotay,wcvp,Accepted,2640776,Annonaceae,Magnoliales
Annona annonoides,Annona annonoides,wcvp,Accepted,2640781,Annonaceae,Magnoliales
Annona atabapensis,Annona atabapensis,wcvp,Accepted,2640788,Annonaceae,Magnoliales
Annona coriacea,Annona coriacea,wcvp,Accepted,2640825,Annonaceae,Magnoliales
Annona cuspidata,Annona cuspidata,wcvp,Accepted,2603471,Annonaceae,Magnoliales
Annona deminuta,Annona deminuta,wcvp,Accepted,2640839,Annonaceae,Magnoliales
Annona densicoma,Annona densicoma,wcvp,Accepted,2640840,Annonaceae,Magnoliales
Annona dolichophylla,Annona dolichophylla,wcvp,Accepted,2640849,Annonaceae,Magnoliales
Annona duckei,Annona duckei,wcvp,Accepted,2640851,Annonaceae,Magnoliales
Annona echinata,Annona echinata,wcvp,Accepted,2640853,Annonaceae,Magnoliales
Annona edulis,Annona edulis,wcvp,Accepted,2603474,Annonaceae,Magnoliales
Annona emarginata,Annona emarginata,wcvp,Accepted,2603475,Annonaceae,Magnoliales
Annona excellens,Annona excellens,wcvp,Accepted,2640858,Annonaceae,Magnoliales
Annona exsucca,Annona exsucca,wcvp,Accepted,2640860,Annonaceae,Magnoliales
Annona foetida,Annona foetida,wcvp,Accepted,2640862,Annonaceae,Magnoliales
Annona gigantophylla,Annona gigantophylla,wcvp,Accepted,2640871,Annonaceae,Magnoliales
Annona glabra,Annona glabra,wcvp,Accepted,2640872,Annonaceae,Magnoliales
Annona haematantha,Annona haematantha,wcvp,Accepted,2640883,Annonaceae,Magnoliales
Annona hypoglauca,Annona hypoglauca,wcvp,Accepted,2640895,Annonaceae,Magnoliales
Annona insignis,Annona insignis,wcvp,Accepted,2640900,Annonaceae,Magnoliales
Annona jahnii,Annona jahnii,wcvp,Accepted,2640904,Annonaceae,Magnoliales
Annona jucunda,Annona jucunda,wcvp,Accepted,2603483,Annonaceae,Magnoliales
Annona montana,Annona montana,wcvp,Accepted,2640939,Annonaceae,Magnoliales
Annona mucosa,Annona mucosa,wcvp,Accepted,2640943,Annonaceae,Magnoliales
Annona muricata,Annona muricata,wcvp,Accepted,2640944,Annonaceae,Magnoliales
Annona neoinsignis,Annona neoinsignis,wcvp,Accepted,2603491,Annonaceae,Magnoliales
Annona nitida,Annona nitida,wcvp,Accepted,2640956,Annonaceae,Magnoliales
Annona paludosa,Annona paludosa,wcvp,Accepted,2640965,Annonaceae,Magnoliales
Annona papilionella,Annona papilionella,wcvp,Accepted,2603498,Annonaceae,Magnoliales
Annona rugulosa,Annona rugulosa,wcvp,Accepted,2603503,Annonaceae,Magnoliales
Annona salzmannii,Annona salzmannii,wcvp,Accepted,2641010,Annonaceae,Magnoliales
Annona sericea,Annona sericea,wcvp,Accepted,2641026,Annonaceae,Magnoliales
Annona squamosa,Annona squamosa,wcvp,Accepted,2641034,Annonaceae,Magnoliales
Annona tenuiflora,Annona tenuiflora,wcvp,Accepted,2641046,Annonaceae,Magnoliales
Annona williamsii,Annona williamsii,wcvp,Accepted,2603506,Annonaceae,Magnoliales
Bocageopsis canescens,Bocageopsis canescens,wcvp,Accepted,2677853,Annonaceae,Magnoliales
Bocageopsis mattogrossensis,Bocageopsis mattogrossensis,wcvp,Accepted,2677854,Annonaceae,Magnoliales
Bocageopsis multiflora,Bocageopsis multiflora,wcvp,Accepted,2677855,Annonaceae,Magnoliales
Bocageopsis pleiosperma,Bocageopsis pleiosperma,wcvp,Accepted,2677857,Annonaceae,Magnoliales
Cananga odorata,Cananga odorata,wcvp,Accepted,2695745,Annonaceae,Magnoliales
Cardiopetalum calophyllum,Cardiopetalum calophyllum,wcvp,Accepted,2700746,Annonaceae,Magnoliales
Cardiopetalum surinamense,Cardiopetalum surinamense,wcvp,Accepted,2700748,Annonaceae,Magnoliales
Cremastosperma cauliflorum,Cremastosperma cauliflorum,wcvp,Accepted,2742524,Annonaceae,Magnoliales
Cremastosperma gracilipes,Cremastosperma gracilipes,wcvp,Accepted,2742527,Annonaceae,Magnoliales
Cremastosperma leiophyllum,Cremastosperma leiophyllum,wcvp,Accepted,2742531,Annonaceae,Magnoliales
Cremastosperma megalophyllum,Cremastosperma megalophyllum,wcvp,Accepted,2742536,Annonaceae,Magnoliales
Cremastosperma microcarpum,Cremastosperma microcarpum,wcvp,Accepted,2742537,Annonaceae,Magnoliales
Cremastosperma monospermum,Cremastosperma monospermum,wcvp,Accepted,2742538,Annonaceae,Magnoliales
Cremastosperma pedunculatum,Cremastosperma pedunculatum,wcvp,Accepted,2742545,Annonaceae,Magnoliales
Cremastosperma pendulum,Cremastosperma pendulum,wcvp,Accepted,2742546,Annonaceae,Magnoliales
Cymbopetalum brasiliense,Cymbopetalum brasiliense,wcvp,Accepted,2750598,Annonaceae,Magnoliales
Cymbopetalum coriaceum,Cymbopetalum coriaceum,wcvp,Accepted,2750600,Annonaceae,Magnoliales
Cymbopetalum euneurum,Cymbopetalum euneurum,wcvp,Accepted,2750603,Annonaceae,Magnoliales
Cymbopetalum longipes,Cymbopetalum longipes,wcvp,Accepted,2750609,Annonaceae,Magnoliales
Diclinanona calycina,Diclinanona calycina,wcvp,Accepted,2766419,Annonaceae,Magnoliales
Diclinanona tessmannii,Diclinanona tessmannii,wcvp,Accepted,2766422,Annonaceae,Magnoliales
Duckeanthus grandiflorus,Duckeanthus grandiflorus,wcvp,Accepted,2778868,Annonaceae,Magnoliales
Duguetia arenicola,Duguetia arenicola,wcvp,Accepted,2779060,Annonaceae,Magnoliales
Duguetia argentea,Duguetia argentea,wcvp,Accepted,2779061,Annonaceae,Magnoliales
Duguetia aripuanae,Duguetia aripuanae,wcvp,Accepted,2779062,Annonaceae,Magnoliales
Duguetia asterotricha,Duguetia asterotricha,wcvp,Accepted,2779063,Annonaceae,Magnoliales
Duguetia calycina,Duguetia calycina,wcvp,Accepted,2779069,Annonaceae,Magnoliales
Duguetia cauliflora,Duguetia cauliflora,wcvp,Accepted,2779075,Annonaceae,Magnoliales
Duguetia chrysea,Duguetia chrysea,wcvp,Accepted,2779076,Annonaceae,Magnoliales
Duguetia echinophora,Duguetia echinophora,wcvp,Accepted,2779088,Annonaceae,Magnoliales
Duguetia elliptica,Duguetia elliptica,wcvp,Accepted,2779090,Annonaceae,Magnoliales
Duguetia flagellaris,Duguetia flagellaris,wcvp,Accepted,2779092,Annonaceae,Magnoliales
Duguetia hadrantha,Duguetia hadrantha,wcvp,Accepted,2779101,Annonaceae,Magnoliales
Duguetia latifolia,Duguetia latifolia,wcvp,Accepted,2779110,Annonaceae,Magnoliales
Duguetia lepidota,Duguetia lepidota,wcvp,Accepted,2779112,Annonaceae,Magnoliales
Duguetia longicuspis,Duguetia longicuspis,wcvp,Accepted,2779114,Annonaceae,Magnoliales
Duguetia macrocalyx,Duguetia macrocalyx,wcvp,Accepted,2779117,Annonaceae,Magnoliales
Duguetia macrophylla,Duguetia macrophylla,wcvp,Accepted,2779118,Annonaceae,Magnoliales
Duguetia manausensis,Duguetia manausensis,wcvp,Accepted,2779120,Annonaceae,Magnoliales
Duguetia marcgraviana,Duguetia marcgraviana,wcvp,Accepted,2779121,Annonaceae,Magnoliales
Duguetia megalocarpa,Duguetia megalocarpa,wcvp,Accepted,2779122,Annonaceae,Magnoliales
Duguetia odorata,Duguetia odorata,wcvp,Accepted,2779131,Annonaceae,Magnoliales
Duguetia pycnastera,Duguetia pycnastera,wcvp,Accepted,2779140,Annonaceae,Magnoliales
Duguetia quitarensis,Duguetia quitarensis,wcvp,Accepted,2779141,Annonaceae,Magnoliales
Duguetia rigida,Duguetia rigida,wcvp,Accepted,2779147,Annonaceae,Magnoliales
Duguetia rionegrensis,Duguetia rionegrensis,wcvp,Accepted,2779148,Annonaceae,Magnoliales
Duguetia riparia,Duguetia riparia,wcvp,Accepted,2779149,Annonaceae,Magnoliales
Duguetia sancticaroli,Duguetia sancticaroli,wcvp,Accepted,2779155,Annonaceae,Magnoliales
Duguetia spixiana,Duguetia spixiana,wcvp,Accepted,2779162,Annonaceae,Magnoliales
Duguetia stelechantha,Duguetia stelechantha,wcvp,Accepted,2779165,Annonaceae,Magnoliales
Duguetia stenantha,Duguetia stenantha,wcvp,Accepted,2779166,Annonaceae,Magnoliales
Duguetia subcordata,Duguetia subcordata,wcvp,Accepted,2779167,Annonaceae,Magnoliales
Duguetia surinamensis,Duguetia surinamensis,wcvp,Accepted,2779168,Annonaceae,Magnoliales
Duguetia tenuis,Duguetia tenuis,wcvp,Accepted,2779169,Annonaceae,Magnoliales
Duguetia trunciflora,Duguetia trunciflora,wcvp,Accepted,2779173,Annonaceae,Magnoliales
Duguetia ulei,Duguetia ulei,wcvp,Accepted,2779175,Annonaceae,Magnoliales
Duguetia uniflora,Duguetia uniflora,wcvp,Accepted,2779176,Annonaceae,Magnoliales
Duguetia venezuelana,Duguetia venezuelana,wcvp,Accepted,2779178,Annonaceae,Magnoliales
Ephedranthus amazonicus,Ephedranthus amazonicus,wcvp,Accepted,2789875,Annonaceae,Magnoliales
Froesiodendron amazonicum,Froesiodendron amazonicum,wcvp,Accepted,2814791,Annonaceae,Magnoliales
Fusaea longifolia,Fusaea longifolia,wcvp,Accepted,2815724,Annonaceae,Magnoliales
Fusaea peruviana,Fusaea peruviana,wcvp,Accepted,2815725,Annonaceae,Magnoliales
Guatteria anthracina,Guatteria liesneri,wcvp,Synonym,2834439,Annonaceae,Magnoliales
Guatteria arenicola,Guatteria arenicola,wcvp,Accepted,2896250,Annonaceae,Magnoliales
Guatteria blepharophylla,Guatteria blepharophylla,wcvp,Accepted,2834266,Annonaceae,Magnoliales
Guatteria boliviana,Guatteria ucayalina,wcvp,Synonym,2834651,Annonaceae,Magnoliales
Guatteria campinensis,Guatteria campinensis,wcvp,Accepted,2896253,Annonaceae,Magnoliales
Guatteria citriodora,Guatteria citriodora,wcvp,Accepted,2834306,Annonaceae,Magnoliales
Guatteria coriacea,Guatteria goudotiana,wcvp,Synonym,2834381,Annonaceae,Magnoliales
Guatteria decurrens,Guatteria decurrens,wcvp,Accepted,2834330,Annonaceae,Magnoliales
Guatteria discolor,Guatteria discolor,wcvp,Accepted,2834338,Annonaceae,Magnoliales
Guatteria duckeana,Guatteria duckeana,wcvp,Accepted,2834342,Annonaceae,Magnoliales
Guatteria dura,Guatteria dura,wcvp,Accepted,2834345,Annonaceae,Magnoliales
Guatteria ferruginea,Guatteria ferruginea,wcvp,Accepted,2834362,Annonaceae,Magnoliales
Guatteria flabellata,Guatteria flabellata,wcvp,Accepted,2896257,Annonaceae,Magnoliales
Guatteria foliosa,Guatteria foliosa,wcvp,Accepted,2834366,Annonaceae,Magnoliales
Guatteria friesiana,Guatteria friesiana,wcvp,Accepted,2896260,Annonaceae,Magnoliales
Guatteria glauca,Maasia glauca,wcvp,Illegitimate,2607792,Annonaceae,Magnoliales
Guatteria guianensis,Guatteria guianensis,wcvp,Accepted,2834386,Annonaceae,Magnoliales
Guatteria heteropetala,Guatteria heteropetala,wcvp,Accepted,2834387,Annonaceae,Magnoliales
Guatteria hirsuta,Guatteria hirsuta,wcvp,Accepted,2834397,Annonaceae,Magnoliales
Guatteria hispida,Guatteria hispida,wcvp,Accepted,2896263,Annonaceae,Magnoliales
Guatteria insculpta,Guatteria insculpta,wcvp,Accepted,2834404,Annonaceae,Magnoliales
Guatteria inundata,Guatteria inundata,wcvp,Accepted,2834409,Annonaceae,Magnoliales
Guatteria japurensis,Guatteria japurensis,wcvp,Accepted,2896264,Annonaceae,Magnoliales
Guatteria liesneri,Guatteria liesneri,wcvp,Accepted,2834439,Annonaceae,Magnoliales
Guatteria longicuspis,Guatteria longicuspis,wcvp,Accepted,2834441,Annonaceae,Magnoliales
Guatteria maguirei,Guatteria maguirei,wcvp,Accepted,2834462,Annonaceae,Magnoliales
Guatteria maypurensis,Guatteria maypurensis,wcvp,Accepted,2834465,Annonaceae,Magnoliales
Guatteria megalophylla,Guatteria megalophylla,wcvp,Accepted,2834468,Annonaceae,Magnoliales
Guatteria meliodora,Guatteria meliodora,wcvp,Accepted,2834471,Annonaceae,Magnoliales
Guatteria modesta,Guatteria modesta,wcvp,Accepted,2834483,Annonaceae,Magnoliales
Guatteria multivenia,Guatteria guianensis,wcvp,Synonym,2834386,Annonaceae,Magnoliales
Guatteria olivacea,Guatteria punctata,wcvp,Synonym,2834569,Annonaceae,Magnoliales
Guatteria paraensis,Guatteria citriodora,wcvp,Synonym,2834306,Annonaceae,Magnoliales
Guatteria pastazae,Guatteria pastazae,wcvp,Accepted,2834532,Annonaceae,Magnoliales
Guatteria poeppigiana,Guatteria punctata,wcvp,Synonym,2834569,Annonaceae,Magnoliales
Guatteria procera,Guatteria procera,wcvp,Accepted,2834562,Annonaceae,Magnoliales
Guatteria punctata,Guatteria punctata,wcvp,Accepted,2834569,Annonaceae,Magnoliales
Guatteria ramiflora,Guatteria ramiflora,wcvp,Accepted,2896265,Annonaceae,Magnoliales
Guatteria recurvisepala,Guatteria ucayalina,wcvp,Synonym,2834651,Annonaceae,Magnoliales
Guatteria rigida,Guatteria rigida,wcvp,Accepted,2834580,Annonaceae,Magnoliales
Guatteria riparia,Guatteria inundata,wcvp,Synonym,2834409,Annonaceae,Magnoliales
Guatteria scalarinervia,Guatteria scalarinervia,wcvp,Accepted,2834601,Annonaceae,Magnoliales
Guatteria scandens,Guatteria scandens,wcvp,Accepted,2834602,Annonaceae,Magnoliales
Guatteria schomburgkiana,Guatteria schomburgkiana,wcvp,Accepted,2834604,Annonaceae,Magnoliales
Guatteria scytophylla,Guatteria scytophylla,wcvp,Accepted,2834609,Annonaceae,Magnoliales
Guatteria speciosa,Guatteria ucayalina,wcvp,Synonym,2834651,Annonaceae,Magnoliales
Guatteria stenophylla,Guatteria stenophylla,wcvp,Accepted,3009386,Annonaceae,Magnoliales
Guatteria subsessilis,Guatteria subsessilis,wcvp,Accepted,2834635,Annonaceae,Magnoliales
Guatteria tomentosa,Guatteria tomentosa,wcvp,Accepted,2834644,Annonaceae,Magnoliales
Guatteria trichocarpa,Guatteria trichocarpa,wcvp,Accepted,2896266,Annonaceae,Magnoliales
